서울,부산,대구,인천,광주,대전,울산,세종,경기,강원,충청북도,충청남도,전라북도,전라남도,경상북도,경상남도,제주,계
11764,2410,8656,2132,2140,2117,1079,811,9877,2114,2074,2421,1641,3077,3409,3258,17352,76332
