지역,2023
강원도,456
경기도,2219
경상남도,834
경상북도,690
광주광역시,252
대구광역시,615
대전광역시,343
부산광역시,408
서울특별시,1479
세종특별자치시,227
울산광역시,136
인천광역시,485
전라남도,517
전라북도,433
제주특별자치도,506
충청남도,440
충청북도,457
