지역,2024
강원도,423
경기도,2049
경상남도,793
경상북도,673
광주광역시,207
대구광역시,519
대전광역시,311
부산광역시,395
서울특별시,1396
세종특별자치시,228
울산광역시,128
인천광역시,460
전라남도,494
전라북도,392
제주특별자치도,483
충청남도,414
충청북도,429
